"id_com","id_membre","id_contenu","id_type","commentaire","abonner_fil","statut","pseudo_v1","date_post"
"9476",NULL,"1","6","Incroyable ce temoignage ...","1","1","Mathilde","2007-06-11 11:40:49"
"9477",NULL,"1","6","C'est bouleversant ... moi qui suis dans cette situation je trouve que c'est surprenant comme elle en parle facilement","1","1","Mimi","2007-06-11 15:31:04"
"9478",NULL,"1","6","Courage Manu !!! tu avs y arriver","1","1","Celine","2007-06-11 15:31:22"
"9479",NULL,"1","6","Ma fille est anorexique je v de suite lui montrer ce temoignage","1","1","Sylvie","2007-06-11 15:31:47"
"9480",NULL,"1","6","manu c notre copine!!!!alors merci pour vos encouragement et attention à cette maladie! ça peut arriver à tt le monde.bizouille manue","0","1","cyril","2007-06-12 14:46:01"
"9481",NULL,"1","6","manu c notre copine!!!!alors merci pour vos encouragements et faites attention à cette maladie! ça peut arriver à tt le monde.bizouille ma manue. cyril","0","1","cyril","2007-06-12 14:47:11"
"9482",NULL,"1","6","je viens de l'envoyer a ma fille qui est anorexique,merci si ca peux l'aider.","1","1","martine","2007-06-17 11:51:47"
"9483",NULL,"1","6","Je suis moi même anorexique depuis que j'ai 13ans, aujourd'hui j'en ai 16 ans 1/2. Ton temoignage me touche. j'aimerai pouvoir te parler si tu le veux bien. Merci beaucoup.","1","1","Anne-Lise","2007-06-18 15:45:27"
"9484",NULL,"1","6","anne lise bien surex bien te  je veux te parler et vous aider toutes si je le peux mon mail pocthier.manue@hotmail.fr","1","1","manue","2007-06-18 16:37:38"
"9485",NULL,"1","6","j'ai eu des problèmes d'anorexie, enfin j'en ai toujours on peut dire, depuis l'âge de 14 ans ca ma prit, jen ai maintenant 20 ans et c'est dur de s'en débarasser, car pendant longtemps je comprenais pas que l'avis des autres, on ne rend pas compte, alors courage manu et courage les autres...","1","1","Valentine","2007-06-19 20:13:35"
"9486",NULL,"1","6","tu as déjà énormément avancé ma belle Manu,tu es consciente,alors j'espère de tt mon coeur que tu vas dépassé tt ce fctionnement qui,c'est vrai est devenu comme 1 identité,ms qui te restreint ds le bonheur et la liberté;je te fais confiance car tu es très forte,tu as 1 mental d'acier qui t'aide et te freine à la fois...à toi de le dompter!je t'embrasse bien fort","1","1","Magali","2007-06-24 13:23:14"
"9487",NULL,"1","6","je voulais dire a manue que son temoignage me touche enormement parce que je ressens les mêmes choses qu'elle. Donc manue si tu me lis, je te remercie d'avoir eu le courage de parler devant la camera!Je suis un mec, j'ai 20 ans et j'ai perdu 20 kilo depuis un an. L'anorexie chez moi se passe par periodes. Depuis une semaine ça recommence... Je ne sais pas a qui en parler (j'en parle a mes amis mais je vois que je leur fait de la peine et je ne veux pas les perdre). Quand a mes parents, je mange avec eux le soir donc je me force a manger pour qu'ils ne se doutent de rien. A coté de ça, je suis surexcité, j'ai toujours envie de courir pour eviter de prendre des kilos, je suis sans cesse sur la balance, je calcule les calories, je dors très mal.Je laisse mon adresse msn en esperant que des gens viennent discuter avec moi de cette maladie parce que j'ai vraiment besoin de parler.maxfarmer@hotmail.frVoilà, je vous souhaite à toutes et à tous la force de vous battre et de vaincre cette maladiemaxime","1","1","maxime","2007-06-26 23:59:48"
"9488",NULL,"1","6","courage maxime...","1","1","magali","2007-06-28 08:58:53"
"9489",NULL,"1","6","Merci Magali, ça fait plaisir de voir que des gens essayent de t'encourager. Meme si ce n'est pas grand chose ça fait plaisir. Je viens de me rendre compte que je suis sur un site pour filles/femmes mdr","1","1","Maxime","2007-06-28 21:08:46"
"9490",NULL,"1","6","Je suis de tout coeur avec toi manu et tous les autres, courage pour les filles qui se battent pour vaincre cette saloperie. Ton bracelet rouge m’a fait un peu peur... j’ai pensé au pro ana, mais je suis sur que tu ne fais pas partie de cette secte morbide on voit que tu veux t’en sortir et je te souhaite vraiment d’y arriver. En tout cas courage et a vous ses amis ne la lâchez pas soutenez la au maximum.","1","1","Kylian","2007-08-01 02:10:05"
"9491",NULL,"1","6","merci kylian je te rassure le bracelet c celui d espace vit halle parismerci de ton soutienbisous manue","1","1","manue","2007-08-03 20:57:04"
"9492",NULL,"1","6","Bonjour Manue, je vis aux us et depuis 4ans je suis entre les 2 phases: ano, Boul,merci pour ton temoignagne... pourrais-tu m'envoyer des info sur ces \"empoules Elkaritine\" ? suis pas sure de l'orthographe?? thanks so much in adv, here is so hard to live with eating disorders!! every body wants to \"fat you up\"!! i'm 170cm and weight : 47km... love Els","1","1","Els","2007-08-25 04:16:15"
"9493",NULL,"1","6","pour elssorry du retard mais j avais plus internetles ampoules CMAX CARNITINE chez ea fitbisous and if you don't fat just for you : fais ce q tu sens ","1","1","manue","2007-09-28 21:03:45"
"9494",NULL,"1","6","Merci beaucoup Manue, je vais chercher.. Bon courage. ..et comme tu dis: I leave them talking!! and still running...Bisous Els","1","1","Els","2007-10-03 04:50:51"
"9495",NULL,"1","6","je trouve que tu expliques très bien les choses et je suis vraiment très très heureux que tu aies fait tout ce travail sur toi. Bon courage ch'tite Manue!!!  ","1","1","Chris","2008-07-28 00:39:53"
"9496",NULL,"2","6","cette année peu de fans, peu de stars visibles. Tristounet le festival cette année un peu comme le palmarés d'ailleurs !le festival s'épuise t il ? c'est bien possible ! faut dire qu il y a longtemps que c'est devenu une scéance de copinage !!","1","1","lipstick","2008-05-26 13:47:55"
"9497",NULL,"2","6","pas mal les filles c assez drole le reportage !","1","1","nina","2008-05-27 15:50:39"
"9498",NULL,"3","6","Très bien vu ! Excellente idée cette boite ! A tester d'urgence !","0","1","Lulu","2008-07-09 21:44:00"
"9499",NULL,"5","6","C'est trop fort ... et tellement vrai !","1","1","Auré","2009-01-05 22:13:10"
"9500",NULL,"5","6","merci a DOVE de remettre les pendules a l'heure. On devrait passer ce clip dans les collèges et lycées en boucle!!!","1","1","lipstick","2009-02-01 11:23:09"
"9501",NULL,"14","6","J' adore cette fille. Ecoutez ses deux premiers extraits sur son site ( clarika.net ) ou son My space. et sur scène elle est wouahou TERRIBLE","1","1","louiison","2009-03-01 15:40:31"
"9502",NULL,"32","6","Trop bon Jean-roch !!!","1","1","Caro","2009-06-02 14:43:54"
"9503",NULL,"32","6","Mouais pas de paillettes ...","1","1","Nadine","2009-06-02 14:44:08"
"9504",NULL,"32","6","Pas mal l'itv !!! J'adore le VIP à Cannes c'est de la bombe !","1","1","Sydo","2009-06-02 14:44:27"
"9505",NULL,"33","6","Trop belle Sarah Marshall !!!","1","1","Nina","2009-06-02 14:42:46"
"9506",NULL,"33","6","Comment ça se fait qu'ils sont toujours ensemble ?!!! Ils doivent vraiment s'adorer !","1","1","Perrine","2009-06-02 14:43:32"
"9507",NULL,"36","6","Yeaaaaaaaah, la classe ! J'aime beaucoup mes nazes !","0","1","Clara","2009-06-22 11:38:40"
"9508",NULL,"36","6","Je veux ses lunettes !Sympa :-)","1","1","Pat","2009-06-22 16:53:40"
"9509",NULL,"36","6","Merci pour cette video !J'adore ce groupe !!","0","1","laurence","2009-06-22 18:26:54"
"9510",NULL,"36","6","Suuuuuppeeerrr!!!!c'est vraiment sympa d'avoir fait cette video!!!merci :-) continuez comme ça!!!","0","1","Emilie","2009-06-23 10:47:32"
"9511",NULL,"36","6","ça donne envie ! ne pas manquer solidays alors !!!","0","1","caroline","2009-06-23 14:51:52"
"13762","82","43","6","J'adore Margaux Motin, elle est génialissime !!!","0","1",NULL,"2009-09-01 13:10:45"
"13763","86","43","6","Grave je la connaissait à l'épok de Muteen, le magazine.J'aimais bien qd elle testait des trucs ! ct trop drôle","0","1",NULL,"2009-09-01 13:11:51"
"14629","0","159","6","Waaa Vive TDN !","0","1",NULL,"2010-09-08 19:51:52"
"16224","0","195","6","Pourquoi tu la regardé alors? C'est toi qui est pouri boufon","0","1",NULL,"2011-04-04 13:27:09"
"14978","0","185","6","je veut le regarde maintenant le7novembre c est deja passe et je l ai pas regarde sa craind","0","1",NULL,"2010-11-09 16:39:18"
"14985","0","185","6","ca m enerve j ai pas su voir y a pas un site pour le voir merci ","0","1",NULL,"2010-11-10 17:46:53"
"14990","0","185","6","Il est repassé aujourd'hui sur disney chanel . ","0","1",NULL,"2010-11-11 14:29:28"
"15001","0","185","6","Est cmmt elle sapelle la chanson de miley kan el et dan sa chambre et el regarde tous ses habits de hannah ?Merci","0","1",NULL,"2010-11-12 13:05:47"
"15060","0","185","6","coucou moi je les vus plusieurs fois et il repasse tout le temps sur disney channel tk pas mais le truc c'est que la dernier chanson qu'elle chante quand elle est sur scene et révelle tout, c'est quoi le titre j'ai essayer avec mon portable de faire la reconnaissance audio mais il connaissez pas si quelqu'un le c'est es ce qu'il^peut me le dire stp. Merci Bisous. ","1","1",NULL,"2010-11-17 15:17:45"
"15145","0","191","6","magnifique <3","0","1",NULL,"2010-11-26 20:13:25"
"15154","0","185","6","elle est trop belle trop cool et moi estelle et cedrine on n'est fan de toi","0","1",NULL,"2010-11-27 11:25:35"
"15155","0","185","6","on t'adore s'est estelle et ma cousine on voulais s'avoir si ta un copain","0","1",NULL,"2010-11-27 11:32:45"
"15160","0","151","6","j'adoreeeeee <3 I love les plastiscines <3<3<3<3<3<3<3","0","1",NULL,"2010-11-27 19:47:17"
"15308","0","191","6","slt caroline tu menteresse  boucoup et je veu savoir boucoup de chose sur toi tes tres belle","0","1",NULL,"2010-12-09 11:24:10"
"15260","0","185","6","la chason finale c'est \" wherever I go\" biz","0","1",NULL,"2010-12-07 21:10:43"
"15443","0","156","6","c con","0","1",NULL,"2010-12-19 17:18:11"
"15432","0","195","6","aaaaaaaaaaaa il et pouriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii","0","1",NULL,"2010-12-18 12:39:20"
"15871","0","191","6","WAOUH je t'aime Caro<3 Tu es TROP BELLE , Tu es mon IDOLE <3Je rêve de te rencontrer =(   <3","0","1",NULL,"2011-02-19 21:58:22"
"16028","0","191","6","caroline je voudrait que tu me repond sincerement a ma question bon qui tu aime?","0","1",NULL,"2011-03-10 20:35:50"
"16222","0","185","6","sil vous plait il ya pas un site pour voir \"ma revelation\"en entier","0","1",NULL,"2011-04-04 01:00:00"
"16488","0","26","6","Un super site de commerce équitable sur la lunette http://www.jimmyfairly.com/","0","1",NULL,"2011-05-04 17:14:02"
"21410","0","255","6","Tal elle chante trop bien,elle est trop belle mais elle a un defaut elle repond JAMAis aux courier je lui est envoyer un courier il y a 5ans elle ma toujours pas repondue ","0","1",NULL,"2013-04-21 10:38:50"
"17902","0","255","6","Elle est toute simplement super cette chanteuse , s'est la meilleure!!! ? ","0","1",NULL,"2011-10-08 12:32:02"
"17892","0","255","6","elle est israelienne et algerienne","0","1",NULL,"2011-10-05 22:32:49"
"17854","1","269","6","Moi je serai trop intéressée !!!","0","1",NULL,"2011-10-03 12:56:54"
